OC_omid,issn,EP_id,Publications_in_venue,Open Access
616012741,['0315-0860'],441173,1194,Unknown
61601280793,['2153-3873'],440622,136,Unknown
6220236101,['0046-3663'],440622,789,Unknown
61601375354,"['0022-2917', '2053-7395']",443371,942,Unknown
616014049,"['2150-6000', '0022-1465']",443027,1811,Unknown
616014191,"['1049-7315', '1552-7581']",446443,1969,Unknown
61601476258,"['1471-0358', '1471-0366']",442357,776,Unknown
61601587307,"['0016-6928', '2160-0228']",451896,346,Unknown
61601613154,['2165-7599'],446678,94,Unknown
61601651237,['1086-3249'],444162,640,Unknown
61601651391,['1086-3257'],444317,230,Unknown
61601651501,['1086-3265'],443337,360,Unknown
61601672916,"['0898-588X', '1469-8692']",447247,374,Unknown
61601673008,['0898-5898'],444436,1004,Unknown
61601825,"['1935-1062', '0162-3737']",440089,1260,Unknown
61601887,"['1467-9221', '0162-895X']",340341,1893,Unknown
61602038727,"['2160-6757', '2160-6765']",500414,103,Unknown
616025556,['0193-3973'],442413,1817,Unknown
616025666,"['1469-4360', '0266-4666']",440048,1754,Unknown
61602633121,['1083-6101'],442674,895,True
61602788246,['1092-1311'],443673,4,Unknown
61603043714,"['2158-1592', '0735-3766']",449240,533,Unknown
61603083,"['1547-7444', '0305-0629']",441727,1097,Unknown
61603088598,"['1930-6253', '2375-1606']",488847,39,Unknown
61603137558,"['1468-7984', '1741-2919']",442766,507,Unknown
616031698,['0022-1031'],442908,4068,Unknown
616031735,"['1540-6261', '0022-1082']",339958,5945,Unknown
616031801,"['0022-1090', '1756-6916']",442930,2720,Unknown
61603310411,['1550-7076'],472787,191,Unknown
616033115,"['0967-0106', '1460-3640']",341164,1029,Unknown
61603351261,"['1930-7799', '1063-2921']",343280,618,Unknown
61603467568,"['2153-2931', '1054-4720']",436468,1,Unknown
616040193,"['0885-7482', '1573-2851']",442922,1929,Unknown
6160425448,"['0883-1157', '1940-3216']",446679,507,Unknown
616042986,"['0013-2004', '1741-5446']",440109,1925,Unknown
6160450889,['1538-974X'],445031,316,Unknown
6160462495,['0164-1239'],481905,5,Unknown
61604666,"['1532-6985', '0046-1520']",440096,1091,Unknown
61604775,"['0046-3892', '1755-053X']",440663,1578,Unknown
616049331,"['0095-8964', '1940-1892']",477356,1293,Unknown
616056701,"['1539-8250', '1944-7914']",500403,111,Unknown
616058738,['1067-3040'],444998,572,True
616064889,"['1532-7876', '0899-5605']",342131,1072,Unknown
616064909,"['0899-7667', '1530-888X']",445116,2781,Unknown
616065698,"['0042-8639', '2162-5158']",447703,101,Unknown
61607523,"['0020-8183', '1531-5088']",342571,2462,Unknown
6160776706,"['1553-3913', '8755-4178']",442925,299,Unknown
6160913213,['1534-1518'],343250,706,Unknown
630209675,['0003-5491'],343250,649,Unknown
6170100421,"['1536-0199', '0163-0350']",444323,238,Unknown
617012827,"['1461-7188', '1368-4302']",441020,1212,Unknown
617012836,"['0278-6133', '1930-7810']",441084,3412,Unknown
617012857,"['1931-1516', '1528-3542']",440206,2114,Unknown
617012862,"['0894-4105', '1931-1559']",340134,2246,Unknown
617014054,"['1098-2140', '1557-0878']",437574,1172,Unknown
617015310,['0018-506X'],441239,4737,Unknown
617015417,"['1547-8181', '0018-7208']",441263,4163,Unknown
61701652270,['1086-329X'],445744,619,Unknown
61701652407,['1086-3303'],445750,591,Unknown
61701673186,"['0898-5952', '1937-8327']",482595,878,Unknown
61701981301,['2692-3874'],502404,26,True
61701987088,"['2169-7442', '1540-2126']",499757,77,True
617021595,"['1532-6934', '1040-0419']",439549,1430,Unknown
6170216933,"['1558-9579', '1552-5864']",470822,403,Unknown
61702897046,"['1040-726X', '1573-336X']",440099,983,Unknown
61703096976,['1534-5165'],446917,406,Unknown
6403515421,['0882-8539'],446917,32,Unknown
61703097203,['1534-5815'],436120,304,Unknown
617031074,['0005-7894'],438351,3403,Unknown
61703327297,['1481-4374'],439122,318,True
61703469085,['2155-8450'],340492,1,Unknown
62501350516,['0094-1700'],340492,55,Unknown
617035401,"['1541-3810', '0047-2395']",442807,1215,Unknown
617035439,['0047-2484'],434430,4264,Unknown
617038460,"['0360-0025', '1573-2762']",340107,5242,Unknown
6170387409,['0073-0548'],441055,622,Unknown
62202677281,['1944-6454'],441055,73,Unknown
6170387581,['0073-0688'],441060,620,Unknown
617041237,"['1471-6380', '0020-7438']",342925,1858,Unknown
617041349,"['1573-661X', '0147-7307']",444339,1678,Unknown
617041428,"['1532-7906', '0027-3171']",341811,2002,Unknown
617045346,"['0888-4781', '1543-2793']",447684,1069,Unknown
617045350,"['0889-3268', '1573-353X']",442521,1447,Unknown
61704765,['0022-2496'],443290,1970,Unknown
6170478962,['1936-1637'],439315,532,Unknown
6170479206,['1936-1645'],447930,28,Unknown
6303289520,['0732-7730'],447930,231,Unknown
617048183,"['2326-067X', '0078-7469']",451349,178,Unknown
617050019,"['1070-5503', '1532-7558']",342185,1500,Unknown
617050074,"['1532-8007', '1070-5511']",447206,1256,Unknown
617051560,"['1939-8271', '0003-1224']",340523,5798,Unknown
6170544454,['1072-4303'],447369,3,True
6170590969,"['0892-3647', '1538-9286']",447465,731,Unknown
6170630365,['1520-8583'],469817,509,Unknown
6170651365,['2332-399X'],486391,101,Unknown
6170682581,"['1558-0423', '1060-9393']",446701,654,Unknown
6170968473,['1531-7900'],490417,17,Unknown
61801089757,"['2161-9441', '2161-9468']",484901,123,Unknown
61801141664,"['0895-9285', '1532-7043']",441271,699,Unknown
61801270850,"['1947-8429', '1947-8437']",488022,182,Unknown
61801278787,"['1554-2769', '0003-8504']",343393,855,Unknown
61801313272,"['2154-3992', '1053-8151']",442770,810,Unknown
61801326870,"['1558-1454', '1547-6715']",500561,350,Unknown
61801641797,['1086-332X'],447714,599,Unknown
62401882389,['0192-2882'],447714,415,Unknown
61801642042,"['1557-9301', '1086-4415']",441830,595,Unknown
618016611,"['1930-3807', '0363-7425']",437112,4074,Unknown
618018025,"['1044-8004', '1532-1096']",441275,1033,Unknown
61801857199,"['1525-822X', '1552-3969']",440644,580,Unknown
6180187367,"['1076-9986', '1935-1054']",442798,818,Unknown
618020726,"['1040-1334', '1532-8015']",447381,1712,Unknown
618020829,"['1552-6771', '0096-1442']",444058,1365,Unknown
61802202343,"['2161-2188', '2161-2196']",490161,66,Unknown
618022456,"['1558-1470', '0031-8108']",445735,2661,Unknown
6180226526,"['2051-3658', '2051-364X']",484931,172,Unknown
618024037,"['0894-1912', '1554-558X', '0272-3425']",442702,1572,Unknown
618024074,"['0894-3257', '1099-0771']",341233,1173,Unknown
618024144,"['1556-0856', '1573-3548', '0894-8453', '0164-2502']",442542,1537,Unknown
61802594729,"['1527-1994', '0935-560X']",441199,274,Unknown
6180298951,"['1529-8868', '1529-8876']",446845,733,Unknown
61803026666,"['2154-9648', '1045-991X']",448000,316,Unknown
61803117835,"['1547-7215', '1069-031X']",443157,662,Unknown
618031517,"['0361-0365', '1573-188X']",446430,2044,Unknown
61803340516,"['1073-0508', '1874-6292']",442044,445,Unknown
618034703,"['0889-048X', '1572-8366']",423354,1733,Unknown
6180416372,"['1467-9760', '0963-8016']",425100,651,Unknown
618052441,"['1527-2133', '0003-1283']",437634,1849,Unknown
618058071,['0094-730X'],442937,1290,Unknown
618061285,"['1948-5506', '1948-5514']",477876,1395,Unknown
618062726,"['2162-8564', '0008-1256']",438793,2006,Unknown
618062776,"['1552-6542', '1056-4926']",443249,1330,Unknown
618063541,"['2194-5985', '1546-5616']",476814,70,Unknown
6180776959,"['1057-2252', '1542-7625']",496788,774,Unknown
61808651,"['1064-1297', '1936-2293']",440558,1523,Unknown
6180962261,['1543-1002'],445227,7,True
61901056848,"['1554-8430', '1086-296X']",443213,567,Unknown
61901121815,['1553-0639'],441164,138,Unknown
62501673810,['0018-2176'],441164,734,Unknown
61901122061,"['1756-2597', '1553-0981']",499595,215,Unknown
61901123408,"['2374-6629', '0039-4238']",447286,115,Unknown
61901205,"['0743-9156', '0748-6766', '1547-7207']",443637,1118,Unknown
61901255600,"['0892-6794', '1747-7093']",420167,886,Unknown
61901290766,"['1555-8622', '1935-3987']",476778,402,Unknown
61901364,"['0030-8129', '1938-1530']",436387,4874,Unknown
619015403,"['1095-9203', '0036-8075']",341841,145090,Unknown
61901565072,"['0016-920X', '2169-3099']",440957,470,Unknown
61901645546,"['2326-7259', '1086-4946']",486310,90,Unknown
61901662755,"['2151-3341', '1068-8471']",341460,361,Unknown
619018132,"['1547-3848', '0003-0139']",443865,1547,Unknown
61901887361,['1944-2815'],487997,34,Unknown
61901903900,['2149-1291'],493176,228,Unknown
61901997416,['2576-9901'],499232,4,Unknown
619020420,"['1530-8898', '0898-929X']",442621,3801,Unknown
619020648,"['0741-6261', '1756-2171']",343046,1507,Unknown
619020706,"['0741-9325', '1538-4756']",446390,1496,Unknown
61902218727,"['0730-8884', '1552-8464']",448179,846,Unknown
61902242942,['2471-156X'],440718,15,Unknown
61902439744,"['2152-1026', '0740-0675']",441206,66,Unknown
61902439809,['0740-2007'],437683,575,Unknown
61902722865,"['0940-7391', '1465-7317']",480769,562,Unknown
61902859,"['0014-4029', '2163-5560']",440547,3279,Unknown
619029398,"['2163-2049', '1053-8372', '1042-7716', '1469-9656']",486042,1129,Unknown
61903028914,"['2159-0370', '2159-0389']",485454,214,Unknown
619030979,"['0047-2875', '1552-6763']",411958,2397,Unknown
61903113490,"['1056-4934', '1944-7086']",422808,552,Unknown
619035190,"['0515-0361', '1783-1350']",449210,1302,Unknown
619035198,"['2151-2396', '0227-5910']",439561,1329,Unknown
619035313,"['0033-2828', '2167-4086']",447662,2539,Unknown
619035423,"['2163-3452', '0033-2933']",343705,3130,Unknown
6190370303,"['0920-8550', '1573-0735']",442934,828,Unknown
619039220,"['0016-8831', '1756-1183']",447554,1384,Unknown
619039329,"['0016-9862', '1934-9041']",447557,1766,Unknown
619042233,"['2377-9551', '1084-1490']",474649,323,Unknown
619048857,"['1502-3923', '0020-174X']",342849,1995,Unknown
619049202,"['1015-5759', '2151-2426']",440479,1150,Unknown
619053216,"['0003-1615', '1533-6247']",447484,1639,Unknown
6190535926,"['0010-4132', '1528-4212']",439321,360,Unknown
6190548773,"['1072-5369', '1573-7764']",442445,668,Unknown
619059906,"['1555-2462', '0002-0206']",451156,1728,Unknown
619059929,"['1548-1433', '0002-7294']",437535,9000,Unknown
6190654204,"['0034-5210', '1527-2044']",446422,915,Unknown
619067044,"['0004-3079', '1559-6478']",447492,2356,Unknown
61907360,"['0022-0485', '2152-4068']",340539,2290,Unknown
619095031,"['1558-2744', '0361-5413']",340133,933,Unknown
6201037048,"['1521-3269', '1532-785X']",444698,587,Unknown
6201143859,"['2331-4001', '2159-4341']",449846,89,Unknown
6201228028,"['1087-1640', '1543-2696']",444966,754,Unknown
6201287897,"['2161-6302', '0038-1861']",447079,270,Unknown
6201291279,['2159-6808'],480633,61,Unknown
6201322,"['0197-6664', '1741-3729']",440611,2688,Unknown
62015569,"['1939-8573', '0038-0407']",447043,1217,Unknown
6201704544,['2576-0971'],497522,2,Unknown
6201788719,"['2376-5739', '2376-5755']",499597,17,Unknown
6201816322,['2329-4175'],486393,119,Unknown
6201841358,"['1743-923X', '1743-9248']",470913,773,Unknown
620185450,"['1940-1612', '1940-1620']",476576,513,Unknown
6202138101,['1548-4815'],482132,156,Unknown
6202162438,"['1536-0334', '0160-9009']",440787,720,Unknown
6202162591,['1536-0342'],439605,250,Unknown
690283750,['0011-1589'],439605,85,Unknown
6202212055,['1080-6490'],437632,899,Unknown
622011405,['0003-0678'],437632,1078,Unknown
6202281371,['2690-7909'],502152,15,Unknown
6202354043,"['0747-9360', '1531-4790']",439836,736,Unknown
6202518883,"['0474-7534', '0736-9387', '1934-7243']",437773,865,Unknown
6202537866,"['1552-8316', '1527-4764']",430392,913,Unknown
62025773,"['0013-1644', '1552-3888']",423797,6876,Unknown
6202603339,['0046-8541'],441317,245,Unknown
62027084,"['1460-3624', '0957-9265']",439917,1279,Unknown
6202772351,"['2333-3065', '2333-3073']",483886,96,Unknown
